,inchi_key,level1,level2,level3,level4,level5,name,smiles
1406,SONNWYBIRXJNDC-VIFPVBQESA-N,S,S01,S01F,S01FB,S01FB01,Phenylephrine,CNC[C@H](O)C1CCCC(O)C1
1407,DGZZVIWCMGVHGV-LJQANCHMSA-N,,,,,,,CC(C)ON([C@H](C(C)C)C(=O)NO)S(=O)(=O)C1CCC(CC1)C2CCCCC2
1408,WPYWMXNXEZFMAK-UHFFFAOYSA-N,,,,,,,OC(=O)CCCCN(CCC1CCCCC1OCC1CCC(CCC2CCCCC2)CC1)CC1CCC(CC1)C(O)=O
1409,ZPANWZBSGMDWON-UHFFFAOYSA-N,,,,,,,OC1CCC2CCCCC2C1CC1C(O)CCC2CCCCC12
1410,XILVEPYQJIOVNB-UHFFFAOYSA-N,M,M02,M02A,M02AA,M02AA06,Etofenamate,OCCOCCOC(=O)C1CCCCC1NC1CCCC(C1)C(F)(F)F
1411,GMVPRGQOIOIIMI-AIJKCLAYSA-N,,,,,,,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](O)CC(=O)[C@H]1CCCCCCC(O)=O
1412,MQTOSJVFKKJCRP-MTXCBGCVSA-N,,,,,,,CC[C@H]1OC(=O)[C@@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
1413,HEQDZPHDVAOBLN-UHFFFAOYSA-N,,,,,,,CC(C)C1CCC(NC(=O)CN2CNC3N(C)C(=O)N(C)C(=O)C23)CC1
1414,RMMXLENWKUUMAY-UHFFFAOYSA-N,C,C09,C09D,C09DB,C09DB04,Telmisartan,CCCC1NC2C(C)CC(CC2N1CC1CCC(CC1)-C1CCCCC1C(O)=O)-C1NC2CCCCC2N1C
1415,SOLIIYNRSAWTSQ-UHFFFAOYSA-N,,,,,,Indibulin,CLC1CCC(CN2CC(C(=O)C(=O)NC3CCNCC3)C3CCCCC23)CC1
1416,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,,,,,,1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea,CC1CCC(CC1)-N1NC(CC1NC(=O)NC1CCC(OCCN2CCOCC2)C2CCCCC12)C(C)(C)C
1417,OZGNYLLQHRPOBR-DHZHZOJOSA-N,D,D01,D01A,D01AE,D01AE22,Naftifine,CN(C\C=C\C1CCCCC1)CC1CCCC2CCCCC12
1418,VZMSCIKIANDZNI-OAMUUVBCSA-N,,,,,,,COC1CCC(/C=C/C(=O)CC(=O)\C=C\C2CCCC(O)C2OC)CC1O
1419,GHMLBKRAJCXXBS-UHFFFAOYSA-N,D,D10,D10A,D10AX,D10AX02,Resorcinol,OC1CCCC(O)C1
1420,ATCGGEJZONJOCL-UHFFFAOYSA-N,,,,,,Irsogladine,NC1NC(N)NC(N1)-C1CC(CL)CCC1CL
1421,AULLUGALUBVBDD-UHFFFAOYSA-N,,,,,,,COC1CC2C(NC3CCN(C)CC3)NC(NC2CC1OCCOCCN(C)C)N1CCCN(C)CC1
1422,CHILCFMQWMQVAL-UHFFFAOYSA-N,,,,,,,OC1CCC(CL)CC1C(=O)NC1CC(CC(C1)C(F)(F)F)C(F)(F)F
1423,DRHKJLXJIQTDTD-OAHLLOKOSA-N,G,G04,G04C,G04CA,G04CA52,Tamsulosin,CCOC1CCCCC1OCCN[C@H](C)CC1CCC(OC)C(C1)S(N)(=O)=O
1424,ASMXXROZKSBQIH-VITNCHFBSA-N,R,R03,R03B,R03BB,R03BB05,Aclidinium,OC(C(=O)O[C@H]1C[N+]2(CCCOC3CCCCC3)CCC1CC2)(C1CCCS1)C1CCCS1
1425,DYTOQURYRYYNOR-UHFFFAOYSA-N,,,,,,,CC(C)CCNC1NCCCC1C(=O)N1CCN(CC2CCCCC2)CC1
1426,CUIHSIWYWATEQL-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE11,Pazopanib,CN(C1CCC2C(C)N(C)NC2C1)C1CCNC(NC2CCC(C)C(C2)S(N)(=O)=O)N1
1427,PYGWGZALEOIKDF-UHFFFAOYSA-N,J,J05,J05A,J05AG,J05AG04,Etravirine,CC1CC(CC(C)C1OC1NC(NC2CCC(CC2)C#N)NC(N)C1BR)C#N
1428,GJPICJJJRGTNOD-UHFFFAOYSA-N,C,C02,C02K,C02KX,C02KX01,Bosentan,COC1CCCCC1OC1C(NS(=O)(=O)C2CCC(CC2)C(C)(C)C)NC(NC1OCCO)-C1NCCCN1
1429,MWYHLEQJTQJHSS-UHFFFAOYSA-N,,,,,,,CCCC1C(OCCCCC2NNN[NH]2)CCC(C(C)=O)C1O
1430,FGQFOYHRJSUHMR-UHFFFAOYSA-N,M,M04,M04A,M04AB,M04AB05,Lesinurad,OC(=O)CSC1NNC(BR)N1-C1CCC(C2CC2)C2CCCCC12
1431,VPJXQGSRWJZDOB-UHFFFAOYSA-O,N,N07,N07A,N07AB,N07AB01,Carbamoylcholine,C[N+](C)(C)CCOC(N)=O
1432,REQCZEXYDRLIBE-UHFFFAOYSA-N,C,C01,C01B,C01BA,C01BA02,Procainamide,CCN(CC)CCNC(=O)C1CCC(N)CC1
1433,ZLHFILGSQDJULK-UHFFFAOYSA-N,,,,,,Alisertib,COC1CC(NC2NCC3CN=C(C4CC(CL)CCC4-C3N2)C2C(F)CCCC2OC)CCC1C(O)=O
1434,HJSSPYJVWLTYHG-UHFFFAOYSA-N,,,,,,,COC1CC(NC2NC3CCCCC3NC2NS(=O)(=O)C2CCC(NC(=O)C3CCC(C)C(OC)C3)CC2)CC(OC)C1
1435,TTWJBBZEZQICBI-UHFFFAOYSA-N,A,A03,A03F,A03FA,A03FA01,Metoclopramide,CCN(CC)CCNC(=O)C1CC(CL)C(N)CC1OC
1436,OTDJAMXESTUWLO-UUOKFMHZSA-N,,,,,,,NC1NC(S)C2NCN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2N1
1437,ULFRLSNUDGIQQP-UHFFFAOYSA-N,N,N02,N02C,N02CC,N02CC04,Rizatriptan,CN(C)CCC1C[NH]C2CCC(CN3CNCN3)CC12
1438,VHFVKMTVMIZMIK-UHFFFAOYSA-N,,,,,,m-Chlorophenylpiperazine,CLC1CCCC(C1)N1CCNCC1
1439,CTNPALGJUAXMMC-HKJBKDEOSA-N,,,,,,,CC1[NH]C(\C=C2\C(=O)NC3CCC(F)CC23)C(C)C1C(=O)NC[C@H](O)CN1CCOCC1
1440,VGYFMXBACGZSIL-MCBHFWOFSA-N,C,C10,C10A,C10AA,C10AA08,Pitavastatin,O[C@H](C[C@H](O)\C=C\C1C(NC2CCCCC2C1-C1CCC(F)CC1)C1CC1)CC(O)=O
1441,VMWNQDUVQKEIOC-CYBMUJFWSA-N,G,G04,G04B,G04BE,G04BE07,Apomorphine,CN1CCC2CCCC-3C2[C@H]1CC1CCC(O)C(O)C-31
1442,OOLLAFOLCSJHRE-ONBAZCQBSA-N,,,,,,,CN(C)C1CCC(CC1)[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(OC(C)=O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12
1443,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,C,C09,C09C,C09CA,C09CA01,Losartan,CCCCC1NC(CL)C(CO)N1CC1CCC(CC1)-C1CCCCC1-C1NNN[NH]1
1444,BXNMTOQRYBFHNZ-UHFFFAOYSA-N,,,,,,Resiquimod,CCOCC1NC2C(N)NC3CCCCC3C2N1CC(C)(C)O
1445,WQGDQGAFSDMBLA-UHFFFAOYSA-N,,,,,,,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CC4=CC=CC=C43)C#N
1446,NGOGFTYYXHNFQH-UHFFFAOYSA-N,C,C04,C04A,C04AX,C04AX32,Fasudil,O=S(=O)(N1CCCNCC1)C1CCCC2CNCCC12
1447,HYFHYPWGAURHIV-JFIAXGOJSA-N,L,L01,L01X,L01XX,L01XX40,Omacetaxine mepesuccinate,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2C3CC4OCOC4CC3CCN3CCC[C@]23C=C1OC
1448,WVXNSAVVKYZVOE-UHFFFAOYSA-N,,,,,,Rebastinib,CNC(=O)C1CC(OC2CCC(NC(=O)NC3CC(NN3-C3CCC4NCCCC4C3)C(C)(C)C)C(F)C2)CCN1
1449,OTSOOHRUMBRSHZ-UHFFFAOYSA-N,,,,,,,COCCN1C2C(C(=O)C3CCCCC3C2=O)[N+](CC2CNCCN2)C1C
1450,HYWYRSMBCFDLJT-UHFFFAOYSA-N,M,M02,M02A,M02AA,M02AA26,Nimesulide,CS(=O)(=O)NC1CCC(CC1OC1CCCCC1)[N+]([O-])=O
1451,YSEXMKHXIOCEJA-FVFQAYNVSA-N,C,C04,C04A,C04AE,C04AE02,Nicergoline,CO[C@]12C[C@@H](COC(=O)C3CNCC(BR)C3)CN(C)[C@@H]1CC1CN(C)C3CCCC2C13
1452,LVWZTYCIRDMTEY-UHFFFAOYSA-N,N,N02,N02B,N02BB,N02BB72,Metamizole,CN(CS(O)(=O)=O)C1C(C)N(C)N(-C2CCCCC2)C1=O
1453,OGQICQVSFDPSEI-UHFFFAOYSA-N,D,D05,D05A,D05AX,D05AX05,Tazarotene,CCOC(=O)C1CCC(NC1)C#CC1CCC2SCCC(C)(C)C2C1
1454,LLVZBTWPGQVVLW-SNAWJCMRSA-N,,,,,,CP-724714,COCC(=O)NC\C=C\C1CCC2NCNC(NC3CCC(OC4CCC(C)NC4)C(C)C3)C2C1
1455,JXZZEXZZKAWDSP-UHFFFAOYSA-N,C,C02,C02C,C02CA,C02CA02,Indoramin,O=C(NC1CCN(CCC2C[NH]C3CCCCC23)CC1)C1CCCCC1
1456,FUZYTVDVLBBXDL-VIFPVBQESA-N,,,,,,,NC(=O)[C@H]1CCCC2C1[NH]C1CCC(CL)CC21
1457,IBGLGMOPHJQDJB-ROKHWSDSSA-N,,,,,,,C1COC[C@@H]1N2C3=NC(=NC=C3N=C2NC4=C(C=C(C=C4F)F)F)NC5CCC(CC5)O
1458,VFFZWMWTUSXDCB-ZDUSSCGKSA-N,,,,,,,O=C(CNCCNC1CCC(CN1)C#N)N1CCC[C@H]1C#N
1459,UBVZQGOVTLIHLH-UHFFFAOYSA-N,,,,,,Topiroxostat,N#CC1CC(CCN1)-C1N[NH]C(N1)-C1CCNCC1
1460,UHTHHESEBZOYNR-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE12,Vandetanib,COC1CC2C(NC3CCC(BR)CC3F)NCNC2CC1OCC1CCN(C)CC1
1461,CNIIGCLFLJGOGP-UHFFFAOYSA-N,R,R01,R01A,R01AB,R01AB02,Naphazoline,C(C1=NCCN1)C1CCCC2CCCCC12
1462,PCSWXVJAIHCTMO-UHFFFAOYSA-P,D,D08,D08A,D08AH,D08AH01,Dequalinium,CC1CC(N)C2CCCCC2[N+]1CCCCCCCCCC[N+]1C(C)CC(N)C2CCCCC12
1463,WJCNZQLZVWNLKY-UHFFFAOYSA-N,D,D01,D01A,D01AC,D01AC06,Thiabendazole,C1NC(CS1)-C1NC2CCCCC2[NH]1
1464,WPNJAUFVNXKLIM-UHFFFAOYSA-N,C,C02,C02A,C02AC,C02AC05,Moxonidine,COC1NC(C)NC(CL)C1NC1=NCCN1
1465,INVTYAOGFAGBOE-UHFFFAOYSA-N,,,,,,Entinostat,NC1CCCCC1NC(=O)C1CCC(CNC(=O)OCC2CCCNC2)CC1
1466,QOYHHIBFXOOADH-UHFFFAOYSA-N,N,N05,N05A,N05AG,N05AG01,Fluspirilene,FC1CCC(CC1)C(CCCN1CCC2(CC1)N(CNC2=O)C1CCCCC1)C1CCC(F)CC1
1467,OPXLLQIJSORQAM-UHFFFAOYSA-N,P,P02,P02C,P02CA,P02CA51,Mebendazole,COC(=O)NC1NC2CCC(CC2[NH]1)C(=O)C1CCCCC1
1468,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,C,C03,C03E,C03EB,C03EB01,Furosemide,NS(=O)(=O)C1CC(C(O)=O)C(NCC2CCCO2)CC1CL
1469,HRJWTAWVFDCTGO-UHFFFAOYSA-N,,,,,,LY-2090314,FC1CC2CN(CCN3CC(C4=C(C(=O)NC4=O)C4CNC5CCCCN45)C(C1)C23)C(=O)N1CCCCC1
1470,NVDBBGBUTKLRSN-UHFFFAOYSA-N,,,,,,,OC1NC2CCCCC2N1C1CCN(CCOC2CCCCC2)CC1
1471,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,J,J01,J01M,J01MA,J01MA04,Enoxacin,CCN1CC(C(O)=O)C(=O)C2CC(F)C(NC12)N1CCNCC1
1472,IVRXNBXKWIJUQB-UHFFFAOYSA-N,,,,,,Galunisertib,CC1CCCC(N1)-C1NN2CCCC2C1-C1CCNC2CCC(CC12)C(N)=O
1473,MJVAVZPDRWSRRC-UHFFFAOYSA-N,B,B02,B02B,B02BA,B02BA02,Menadione,CC1=CC(=O)C2CCCCC2C1=O
1474,DXYUAIFZCFRPTH-UHFFFAOYSA-N,,,,,,,COC1CC2C(CC1O)OCC(-C1CCC(O)CC1)C2=O
1475,KTEIFNKAUNYNJU-GFCCVEGCSA-N,L,L01,L01X,L01XE,L01XE16,Crizotinib,C[C@@H](OC1CC(CNC1N)-C1CNN(C1)C1CCNCC1)C1C(CL)CCC(F)C1CL
1476,UQGKUQLKSCSZGY-UHFFFAOYSA-N,,,,,,,CCCC1NC(C(C)(C)O)C(C(=O)OCC2OC(=O)OC2C)N1CC1CCC(CC1)-C1CCCCC1-C1NN[NH]N1
1477,WDRYRZXSPDWGEB-UHFFFAOYSA-N,L,L01,L01X,L01XX,L01XX07,Lonidamine,OC(=O)C1NN(CC2CCC(CL)CC2CL)C2CCCCC12
1478,OFDNQWIFNXBECV-VFSYNPLYSA-N,,,,,,Dolastatin 10,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](CC1CCCCC1)C1NCCS1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C
1479,MXAYKZJJDUDWDS-LBPRGKRZSA-N,L,L01,L01X,L01XX,L01XX50,Ixazomib,CC(C)C[C@H](NC(=O)CNC(=O)C1CC(CL)CCC1CL)B(O)O
1480,VHOGYURTWQBHIL-UHFFFAOYSA-N,L,L04,L04A,L04AA,L04AA13,Leflunomide,CC1ONCC1C(=O)NC1CCC(CC1)C(F)(F)F
1481,DXPSQKSTVIVZLV-UHFFFAOYSA-N,,,,,,,CC1CCN(CC1)C2=C(C=CC(=C2)N3CCN(CC3)C)NC(=O)C4=CC(=CN4)C#N
1482,DWQVGCQPWXKRKO-UHFFFAOYSA-N,,,,,,,C1CC1COC2=CC=CC(=O)C2=C3C=C(C(=C(N3)N)C#N)C4CCNCC4
1483,IYNDTACKOAXKBJ-UHFFFAOYSA-N,,,,,,,OCCCNC1CC(CCN1)C2CCNC(NC3CCCC(CL)C3)N2
1484,WOVKYSAHUYNSMH-RRKCRQDMSA-N,,,,,,Broxuridine,OC[C@H]1O[C@H](C[C@@H]1O)N1CC(BR)C(=O)[NH]C1=O
1485,YBAWYTYNMZWMMJ-UHFFFAOYSA-N,,,,,,Idalopirdine,FC(F)C(F)(F)COC1CCCC(CNCCC2C[NH]C3CC(F)CCC23)C1
1486,HXHWSAZORRCQMX-UHFFFAOYSA-N,P,P02,P02C,P02CA,P02CA03,Albendazole,CCCSC1CCC2[NH]C(NC(=O)OC)NC2C1
1487,HESLKTSGTIBHJU-UHFFFAOYSA-N,,,,,,,CS(=O)(=O)C1CCCC(CNC2NC(NC3CCC4NC(=O)CCC4C3)NCC2C(F)(F)F)C1
1488,XAUDJQYHKZQPEU-KVQBGUIXSA-N,L,L01,L01B,L01BC,L01BC08,Decitabine,NC1NCN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1
1489,ZCCPLJOKGAACRT-UHFFFAOYSA-N,,,,,,,CC1CCC(CC1NC1NC(NC2N(C)NCC12)-C1CCCNC1)C(=O)NC1CCCC(C1)C(F)(F)F
1490,AXRCEOKUDYDWLF-UHFFFAOYSA-N,,,,,,Enzastaurin,CN1CC(C2=C(C(=O)NC2=O)C2CN(C3CCN(CC4CCCCN4)CC3)C3CCCCC23)C2CCCCC12
1491,UVKZSORBKUEBAZ-UHFFFAOYSA-N,R,R06,R06A,R06AE,R06AE03,Cyclizine,CN1CCN(CC1)C(C1CCCCC1)C1CCCCC1
1492,BGBVSGSIXIIREO-UHFFFAOYSA-N,,,,,,Bavisant,O=C(N1CCN(CC1)C1CC1)C1CCC(CN2CCOCC2)CC1
1493,XZWYZXLIPXDOLR-UHFFFAOYSA-N,A,A10,A10B,A10BD,A10BD23,Metformin,CN(C)C(=N)NC(N)=N
1494,BNRNXUUZRGQAQC-UHFFFAOYSA-N,G,G01,G01A,G01AE,G01AE10,Sildenafil,CCCC1NN(C)C2C1NC([NH]C2=O)-C1CC(CCC1OCC)S(=O)(=O)N1CCN(C)CC1
1495,WTDWVLJJJOTABN-UHFFFAOYSA-N,,,,,,Nesbuvir,CNC(=O)C1C(OC2CC(N(CCO)S(C)(=O)=O)C(CC12)C1CC1)-C1CCC(F)CC1
1496,VIZXMHCBZLGUET-UHFFFAOYSA-N,,,,,,,CC(C)C1CCC(C)C2C(CC(C)C2C1)S(O)(=O)=O
1497,PFGVNLZDWRZPJW-OPAMFIHVSA-N,,,,,,Otamixaban,COC(=O)[C@H](CC1CCCC(C1)C(N)=N)[C@@H](C)NC(=O)C1CCC(CC1)-C1CC[N+]([O-])CC1
1498,WUBBRNOQWQTFEX-UHFFFAOYSA-N,J,J04,J04A,J04AA,J04AA02,Aminosalicylic Acid,NC1CCC(C(O)=O)C(O)C1
1499,ZYQXEVJIFYIBHZ-UHFFFAOYSA-N,,,,,,,CC(C)(O)CC(=O)NCCN1CCC2NCNC(NC3CCC(OC4CCCC(C4)C(F)(F)F)C(CL)C3)C12
1500,LLJFMFZYVVLQKT-UHFFFAOYSA-N,A,A10,A10B,A10BB,A10BB08,Gliquidone,COC1CCC2C(C1)C(=O)N(CCC1CCC(CC1)S(=O)(=O)NC(=O)NC1CCCCC1)C(=O)C2(C)C
1501,MPDGHEJMBKOTSU-AOLSMHRZSA-N,,,,,,,C[C@]12CC[C@@](C)(C[C@@H]1C1=CC(=O)[C@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(O)=O
1502,XIESSJVMWNJCGZ-VKJFTORMSA-N,,,,,,Erteberel,OC1CCC(CC1)[C@@H]1OC2CCC(O)CC2[C@@H]2CCC[C@H]12
1503,MHXGEROHKGDZGO-UHFFFAOYSA-N,,,,,,SGI-1776,CN1CCC(CNC2CCC3NCC(-C4CCCC(OC(F)(F)F)C4)N3N2)CC1
1504,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,,,,,,Resveratrol,OC1CCC(CC1)\C=C\C1CC(O)CC(O)C1
1505,VRYMTAVOXVTQEF-UHFFFAOYSA-N,C,C04,C04A,C04AX,C04AX10,Moxisylyte,CC(C)C1CC(OC(C)=O)C(C)CC1OCCN(C)C
1506,DFBIRQPKNDILPW-LKUXBXJISA-N,,,,,,,CC(C)[C@@]12O[C@@H]1[C@@H]1O[C@]11[C@]3(O[C@@H]3C[C@@H]3C4=C(CC[C@]13C)C(=O)OC4)[C@@H]2O
1507,OZOMQRBLCMDCEG-VIZOYTHASA-N,M,M03,M03C,M03CA,M03CA01,Dantrolene,[O-][N+](=O)C1CCC(CC1)-C1CCC(\C=N\N2CC(=O)NC2=O)O1
1508,DTXXSJZBSTYZKE-OXMAATCFSA-N,,,,,,,[2H]C([2H])([2H])C(O)(CCO[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C)C([2H])([2H])[2H]
1509,WAEXFXRVDQXREF-UHFFFAOYSA-N,L,L01,L01X,L01XX,L01XX38,Vorinostat,ONC(=O)CCCCCCC(=O)NC1CCCCC1
1510,MUOKSQABCJCOPU-UHFFFAOYSA-N,,,,,,Silmitasertib,OC(=O)C1CCC2C(C1)NC(NC1CCCC(CL)C1)C1CCNCC21
1511,YLJREFDVOIBQDA-UHFFFAOYSA-N,N,N06,N06D,N06DA,N06DA01,Tacrine,NC1C2CCCCC2NC2CCCCC12
1512,HHZIURLSWUIHRB-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE08,Nilotinib,CC1CN(CN1)-C1CC(NC(=O)C2CCC(C)C(NC3NCCC(N3)-C3CCCNC3)C2)CC(C1)C(F)(F)F
1513,PXGPLTODNUVGFL-YNNPMVKQSA-N,G,G02,G02A,G02AD,G02AD01,Dinoprost,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
1514,NXWASIVXQMMPLM-ZXMXYHOLSA-N,,,,,,VTP-27999,CN[C@H](CNC(=O)N1CCC[C@H](C1)[C@@H](OCCNC(=O)OC)C1CCCC(CL)C1)C[C@H]1CCCOC1
1515,FQVLRGLGWNWPSS-BXBUPLCLSA-N,,,,,,,CC(C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](CC2CNC[NH]2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(N)=O)NC(C)=O
1516,NQPDXQQQCQDHHW-UHFFFAOYSA-N,P,P02,P02B,P02BX,P02BX04,Triclabendazole,CSC1NC2CC(CL)C(OC3CCCC(CL)C3CL)CC2[NH]1
1517,PKXWXXPNHIWQHW-MAZHCROVSA-N,,,,,,,CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C2CCCCC2CCN(C)C1=O
1518,BKJIXTWSNXCKJH-UHFFFAOYSA-N,,,,,,Elesclomol,CN(NC(=O)CC(=O)NN(C)C(=S)C1CCCCC1)C(=S)C1CCCCC1
1519,YVXVTLGIDOACBJ-SFHVURJKSA-N,,,,,,(2S)-3-[4-(acetylamino)phenoxy]-2-hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide,CC(=O)NC1CCC(OC[C@](C)(O)C(=O)NC2CCC(C(C2)C(F)(F)F)[N+]([O-])=O)CC1
1520,WGEVKJVUKOELFY-UHFFFAOYSA-N,,,,,,,CC1=CC(=C(C=C1NN=C2C=C(C(=O)C=C2N)C)S(=O)(=O)O)C
1521,YWXYYJSYQOXTPL-SLPGGIOYSA-N,C,C01,C01D,C01DA,C01DA14,Isosorbide Mononitrate,O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O
1522,SNKZJIOFVMKAOJ-UHFFFAOYSA-N,,,,,,Tramiprosate,NCCCS(O)(=O)=O
1523,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,B,B01,B01A,B01AA,B01AA01,Dicoumarol,OC1C(CC2C(O)C3CCCCC3OC2=O)C(=O)OC2CCCCC12
1524,ACWZRVQXLIRSDF-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE41,Binimetinib,CN1CNC2C(F)C(NC3CCC(BR)CC3F)C(CC12)C(=O)NOCCO
1525,LOCQRDBFWSXQQI-UHFFFAOYSA-N,,,,,,,COC1CCC(NS(=O)(=O)C2SC3CCC(CL)CC3C2C)CC1N1CCNCC1
1526,LJIFOCRGDDQFJF-UHFFFAOYSA-M,,,,,,,C1CN(CCC2=CC=CC=C21)C3=CC(=NC(=N3)C4=CN=CC=C4)NCCC(=O)[O-]
1527,YVPGZQLRPAGKLA-UHFFFAOYSA-N,,,,,,N-6022,CC1CC(CCC1-N1C(CCC(O)=O)CCC1-C1CCC(CC1)-N1CCNC1)C(N)=O
1528,KCXVZYZYPLLWCC-UHFFFAOYSA-N,,,,,,Edetic Acid,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
1529,OBDOVFRMEYHSQB-UHFFFAOYSA-N,R,R07,R07A,R07AB,R07AB07,Almitrine,FC1CCC(CC1)C(N1CCN(CC1)C1NC(NCC=C)NC(NCC=C)N1)C1CCC(F)CC1
1530,JLYAXFNOILIKPP-KXQOOQHDSA-N,,,,,,Navitoclax,CC1(C)CCC(=C(CN2CCN(CC2)C2CCC(CC2)C(=O)NS(=O)(=O)C2CCC(N[C@H](CCN3CCOCC3)CSC3CCCCC3)C(C2)S(=O)(=O)C(F)(F)F)C1)C1CCC(CL)CC1
1531,XQGZSYKGWHUSDH-UHFFFAOYSA-N,,,,,,Dazoxiben,OC(=O)C1CCC(OCCN2CCNC2)CC1
1532,JCCNYMKQOSZNPW-UHFFFAOYSA-N,R,R06,R06A,R06AX,R06AX13,Loratadine,CCOC(=O)N1CCC(CC1)=C1C2CCC(CL)CC2CCC2CCCNC12
1533,FAEKWTJYAYMJKF-QHCPKHFHSA-N,A,A10,A10B,A10BD,A10BD14,Repaglinide,CCOC1CC(CC(=O)N[C@@H](CC(C)C)C2CCCCC2N2CCCCC2)CCC1C(O)=O
1534,QGZYDVAGYRLSKP-UHFFFAOYSA-N,,,,,,Ricolinostat,ONC(=O)CCCCCCNC(=O)C1CNC(NC1)N(C1CCCCC1)C1CCCCC1
1535,BPRHUIZQVSMCRT-VEUZHWNKSA-N,C,C10,C10B,C10BX,C10BX10,Rosuvastatin,CC(C)C1NC(NC(-C2CCC(F)CC2)C1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)N(C)S(C)(=O)=O
1536,MIJFNYMSCFYZNY-UHFFFAOYSA-N,,,,,,Mirodenafil,CCCOC1CCC(CC1-C1NC2C(CCC)CN(CC)C2C(=O)[NH]1)S(=O)(=O)N1CCN(CCO)CC1
1537,ZWAOHEXOSAUJHY-YQHTUYAKSA-N,,,,,,,C[C@H]1O[C@H]([C@@H](O)[C@@H]1O)N1CC(F)C(=O)[NH]C1=O
1538,JWYIGNODXSRKGP-UHFFFAOYSA-N,,,,,,AZD-1981,CC(=O)NC1CCCC2N(CC(O)=O)C(C)C(SC3CCC(CL)CC3)C12
1539,PQOOIERVZAXHBP-UHFFFAOYSA-N,,,,,,,O=C(N1CCC(CC1)N1CCCC1)C1CCC(C(=O)N2CCC(CC2)N2CCCC2)C(NC2CCCCC2)C1
1540,RKEWSXXUOLRFBX-UHFFFAOYSA-N,N,N05,N05A,N05AX,N05AX17,Pimavanserin,CC(C)COC1CCC(CNC(=O)N(CC2CCC(F)CC2)C2CCN(C)CC2)CC1
1541,NOQGZXFMHARMLW-UHFFFAOYSA-N,,,,,,,CN(C)NC(=O)CCC(=O)O
1542,BFNKQTIJVFGCKQ-PDJGWCFMSA-N,,,,,,,CN(CC1CCCCC1)C(=O)[C@H](CC1CCC2CCCCC2C1)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)C1CN(C)C2CCCCC12
1543,QHLVBNKYJGBCQJ-UHFFFAOYSA-N,,,,,,Onvansertib,CN1CCN(CC1)C1CCC(OC(F)(F)F)C(NC2NCC3CCC4C(NN(CCO)C4-C3N2)C(N)=O)C1
1544,XEAOPVUAMONVLA-QGZVFWFLSA-N,,,,,,Avagacestat,NC(=O)[C@@H](CCC(F)(F)F)N(CC1CCC(CC1F)-C1NCON1)S(=O)(=O)C1CCC(CL)CC1
1545,YTFHCXIPDIHOIA-DHZHZOJOSA-N,,,,,,Palovarotene,CC1(C)CCC(C)(C)C2CC(\C=C\C3CCC(CC3)C(O)=O)C(CN3CCCN3)CC12
